id_order_header,ppkb_code,company_name,location_from_name,location_to_name
2020632,251901041027,"MARITEL BAHTERA ABADI, PT",AREA LABUH ZONA 3B,AREA LABUH ZONA 2
2020631,251901041027,"MARITEL BAHTERA ABADI, PT",AREA LABUH ZONA 3B,AREA LABUH ZONA 2
2020638,251901041567,"SUMBER ANUGRAH SHIPPING, PT",TERSUS BAYAN RESOURCES TBK. (SINYIUR),AREA LABUH ZONA 3B
2020605,251901042383,PT DERMAGA OMBAK INDONESIA,LAUT,AREA LABUH ZONA 3A
2020602,251301017576,MUTIARA TIRTA DEWATA,LAUT,ZONA LABUH 2 (SURABAYA)
2020599,251501008481,PT. KARYA PACIFIC SHIPPING,LABUH GANDUS,AREA LABUH ZONA - F
2020624,251201002547,PT. AMMAR JAYA SAMUDRA LANGSA,LAUT,TUKS PT. LESTARI BANTEN ENERGI
2020621,258501002466,NIAGA DARMAWAN SUKSES BERSAMA,LAUT,AREA LABUH ZONA 1 LOKTUAN
2020596,259301000074,"BORNEO BAHTERA ANUGERAH, PT",LAUT TANJUNG SANTAN,Area Labuh Muara Marangkayu
2020595,259301000076,"BORNEO BAHTERA ANUGERAH, PT",LAUT TANJUNG SANTAN,Area Labuh Muara Marangkayu
2020593,251501009655,PT. TRIELANG INDO MARITIM,AREA LABUH ZONA 1,AREA LABUH ZONA - B
2020587,251501009565,PT. KARYA PACIFIC SHIPPING,AREA LABUH ZONA 1,AREA LABUH ZONA - B
2020585,251501009436,PT. KARYA PACIFIC SHIPPING,AREA LABUH ZONA 1,AREA LABUH ZONA - B
2020577,251501006836,PT. KARYA PACIFIC SHIPPING,LABUH GANDUS,AREA LABUH ZONA - F
2020565,251001004944,PT. SEDERHANA SUKSES MANDIRI LAUT,REDE UMUM WIL JAMBI,PERINTIS LINTAS T DUKU
2020584,251501009807,PT. KARYA PACIFIC SHIPPING,PT. BARAMULTI SUGIH SENTOSA KERTAPATI,AREA LABUH ZONA - F
2020532,257401002028,"MEGAN SAMUDRA JAYA, PT",LAUT,REDE KUMAI
2020527,251101001141,PT.DURI REJANG BERSERI,LABUH,SAMUDERA
2020524,251901041916,"GEMA SOERYA SAMODRA, PT",AREA LABUH PERAIRAN STS (SHIP TO SHIP TRANSFER) MUARA BERAU,AREA LABUH ZONA 3A
2020544,257401002030,"SEROJA JAYA AGENSI, PT",LAUT,REDE KUMAI
2020512,251301017310,"LABUHAN INDONESIA SHIPPING AGENT, PT",ZONA LABUH 2 (SURABAYA),NILAM TIMUR
2020491,251901041090,"PELAYARAN NIAGA BARU, PT",TERSUS BAYAN RESOURCES TBK. (SINYIUR),AREA LABUH ZONA 3B
2020479,252801001311,PT SAMUDERA BAHTERA PANTOLOAN,LAUT,"AREA LABUH KAPAL B3, KAPAL CONTAINER, KAPAL TANKER, KAPAL CARGO, KAPAL PENUMPANG, KAPAL KAYU"
2020454,251001004979,PT. SAMUDERA AGENCIES INDONESIA,REDE UMUM WIL JAMBI,PINGGIRAN DRY BULK IPC
2020406,251301017572,PT. WIJAYA MARITIM AGENSI,LAUT (GRESIK),DERMAGA PT. PJB
2020361,251901041129,"PELAYARAN DALAM NEGERI WIRATIMUR SEGARA, PT",AREA LABUH PERAIRAN STS (SHIP TO SHIP TRANSFER) MUARA BERAU,AREA LABUH ZONA 8
2020365,251901041129,"PELAYARAN DALAM NEGERI WIRATIMUR SEGARA, PT",AREA LABUH PERAIRAN STS (SHIP TO SHIP TRANSFER) MUARA BERAU,AREA LABUH ZONA 8
2020364,251901041129,"PELAYARAN DALAM NEGERI WIRATIMUR SEGARA, PT",AREA LABUH PERAIRAN STS (SHIP TO SHIP TRANSFER) MUARA BERAU,AREA LABUH ZONA 8
2020363,251901041129,"PELAYARAN DALAM NEGERI WIRATIMUR SEGARA, PT",AREA LABUH PERAIRAN STS (SHIP TO SHIP TRANSFER) MUARA BERAU,AREA LABUH ZONA 8
2020362,251901041129,"PELAYARAN DALAM NEGERI WIRATIMUR SEGARA, PT",AREA LABUH PERAIRAN STS (SHIP TO SHIP TRANSFER) MUARA BERAU,AREA LABUH ZONA 8
2020336,251901041063,PELAYARAN SAMUDERA ABADI SEJAHTERA PT.,AREA LABUH ZONA 3A,AREA LABUH ZONA 8
2020360,251901041063,PELAYARAN SAMUDERA ABADI SEJAHTERA PT.,AREA LABUH ZONA 3A,AREA LABUH ZONA 8
2020359,251901041063,PELAYARAN SAMUDERA ABADI SEJAHTERA PT.,AREA LABUH ZONA 3A,AREA LABUH ZONA 8
2020358,251901041063,PELAYARAN SAMUDERA ABADI SEJAHTERA PT.,AREA LABUH ZONA 3A,AREA LABUH ZONA 8
2020337,251901041063,PELAYARAN SAMUDERA ABADI SEJAHTERA PT.,AREA LABUH ZONA 3A,AREA LABUH ZONA 8
2020328,251901041971,"AYU, PT",AREA LABUH ZONA 3A,AREA LABUH ZONA 8
2020332,251901041971,"AYU, PT",AREA LABUH ZONA 3A,AREA LABUH ZONA 8
2020331,251901041971,"AYU, PT",AREA LABUH ZONA 3A,AREA LABUH ZONA 8
2020330,251901041971,"AYU, PT",AREA LABUH ZONA 3A,AREA LABUH ZONA 8
2020329,251901041971,"AYU, PT",AREA LABUH ZONA 3A,AREA LABUH ZONA 8
2020293,251901034244,"MARITEL BAHTERA ABADI, PT",AREA LABUH PERAIRAN STS (SHIP TO SHIP TRANSFER) MUARA BERAU,AREA LABUH ZONA 1
2020280,251901042016,"ARTHA SAMUDRA KALTIM, PT",AREA LABUH PERAIRAN STS (SHIP TO SHIP TRANSFER) MUARA BERAU,AREA LABUH ZONA 3A
2020241,251901040818,"MEGA OCEAN UTAMA, PT",AREA LABUH ZONA 3B,AREA LABUH ZONA 2
2020243,251901040818,"MEGA OCEAN UTAMA, PT",AREA LABUH ZONA 3B,AREA LABUH ZONA 2
2020242,251901040818,"MEGA OCEAN UTAMA, PT",AREA LABUH ZONA 3B,AREA LABUH ZONA 2
2020191,251901041525,"MANNA BERKAT SEJATI, PT ",AREA LABUH ZONA 3B,AREA LABUH ZONA 3A
2020193,251901041525,"MANNA BERKAT SEJATI, PT ",AREA LABUH ZONA 3B,AREA LABUH ZONA 3A
2020192,251901041525,"MANNA BERKAT SEJATI, PT ",AREA LABUH ZONA 3B,AREA LABUH ZONA 3A
2020203,255701021497,PT. INTERNASIONAL TOTAL SERVICE & LOGISTIC,LAUT SATUI,STS BUNATI
2020175,252501032315,"TRANS POWER MARINE TBK, PT",LAUT,REDE TRISAKTI
2020186,258001000644,BERKAT BERJAYA MULIA. PT,LAUT,PELABUHAN BIAK
2020135,251701001582,PT. PELAYARAN BERKAT ABADI JAYA MAKMUR,LAUT,DERMAGA BETON III
2020161,251901042250,"JAYA SAMUDERA MANDALATAMA, PT",LAUT,AREA LABUH ZONA 8
2020165,251901042250,"JAYA SAMUDERA MANDALATAMA, PT",LAUT,AREA LABUH ZONA 8
2020164,251901042250,"JAYA SAMUDERA MANDALATAMA, PT",LAUT,AREA LABUH ZONA 8
2020163,251901042250,"JAYA SAMUDERA MANDALATAMA, PT",LAUT,AREA LABUH ZONA 8
2020162,251901042250,"JAYA SAMUDERA MANDALATAMA, PT",LAUT,AREA LABUH ZONA 8
2020091,251901041322,"RANS PRIMA MARITIM, PT",AREA LABUH ZONA 3B,AREA LABUH ZONA 3A
2020093,251901041322,"RANS PRIMA MARITIM, PT",AREA LABUH ZONA 3B,AREA LABUH ZONA 3A
2020092,251901041322,"RANS PRIMA MARITIM, PT",AREA LABUH ZONA 3B,AREA LABUH ZONA 3A
2020089,255701021185,PT. PRIMA SAMUDRA SAKTI,LAUT,REDE TARJUN
2020103,251901041370,PULAU INTAN LINES PT.,AREA LABUH ZONA 3B,AREA LABUH ZONA 2
2020105,251901041370,PULAU INTAN LINES PT.,AREA LABUH ZONA 3B,AREA LABUH ZONA 2
2020104,251901041370,PULAU INTAN LINES PT.,AREA LABUH ZONA 3B,AREA LABUH ZONA 2
2020067,251901041857,"MARITIM SANJAYA BERKAH, PT",AREA LABUH PERAIRAN STS (SHIP TO SHIP TRANSFER) MUARA BERAU,AREA LABUH ZONA 8
2020071,251901041857,"MARITIM SANJAYA BERKAH, PT",AREA LABUH PERAIRAN STS (SHIP TO SHIP TRANSFER) MUARA BERAU,AREA LABUH ZONA 8
2020070,251901041857,"MARITIM SANJAYA BERKAH, PT",AREA LABUH PERAIRAN STS (SHIP TO SHIP TRANSFER) MUARA BERAU,AREA LABUH ZONA 8
2020069,251901041857,"MARITIM SANJAYA BERKAH, PT",AREA LABUH PERAIRAN STS (SHIP TO SHIP TRANSFER) MUARA BERAU,AREA LABUH ZONA 8
2020068,251901041857,"MARITIM SANJAYA BERKAH, PT",AREA LABUH PERAIRAN STS (SHIP TO SHIP TRANSFER) MUARA BERAU,AREA LABUH ZONA 8
2020035,251901042197,BRAWIJAYA BERSINAR LINES PT,AREA LABUH PERAIRAN STS (SHIP TO SHIP TRANSFER) MUARA BERAU,AREA LABUH ZONA 3A
2020001,251901041093,PT DERMAGA OMBAK INDONESIA,AREA LABUH ZONA 3A,AREA LABUH ZONA 8
2020005,251901041093,PT DERMAGA OMBAK INDONESIA,AREA LABUH ZONA 3A,AREA LABUH ZONA 8
2020004,251901041093,PT DERMAGA OMBAK INDONESIA,AREA LABUH ZONA 3A,AREA LABUH ZONA 8
2020003,251901041093,PT DERMAGA OMBAK INDONESIA,AREA LABUH ZONA 3A,AREA LABUH ZONA 8
2020002,251901041093,PT DERMAGA OMBAK INDONESIA,AREA LABUH ZONA 3A,AREA LABUH ZONA 8
2019961,251901041951,KENAUNGAN ASIA LOGISTIK PT,TUKS SINAR KUMALA NAGA,AREA LABUH ZONA 2
2019913,250501005949,PT. PANCA SAMUDERA PERKASA KHAI,Area labuh (Liberty-A) Untuk Kapal Sandar TUKS Sekitar Jungkat - Wajok,TUKS PT. KELAPA JAYA
2019929,251901041230,"MARITIM SANJAYA BERKAH, PT",TUKS PT. MULTI HARAPAN UTAMA (LOCT),AREA LABUH ZONA 2
2019931,251901041230,"MARITIM SANJAYA BERKAH, PT",TUKS PT. MULTI HARAPAN UTAMA (LOCT),AREA LABUH ZONA 2
2019930,251901041230,"MARITIM SANJAYA BERKAH, PT",TUKS PT. MULTI HARAPAN UTAMA (LOCT),AREA LABUH ZONA 2
2019922,252101005235,"GLOBAL TRANS ENERGY INTERNASIONAL,",LAUT TARAKAN,TANJUNG PASIR AREA
2019876,251901041146,"RANS PRIMA MARITIM, PT",AREA LABUH ZONA 3B,AREA LABUH ZONA 3A
2019918,251901041146,"RANS PRIMA MARITIM, PT",AREA LABUH ZONA 3B,AREA LABUH ZONA 3A
2019877,251901041146,"RANS PRIMA MARITIM, PT",AREA LABUH ZONA 3B,AREA LABUH ZONA 3A
2019863,251901042345,"GEMA SOERYA SAMODRA, PT",LAUT,AREA LABUH ZONA 3A
2019849,251901042351,PT. ERSIHAN SATYAPRATAMA,LAUT,AREA LABUH ZONA 3A
2019828,251901042348,PT. ERSIHAN SATYAPRATAMA,LAUT,AREA LABUH ZONA 3A
2019817,251901041119,"PELAYARAN DALAM NEGERI WIRATIMUR SEGARA, PT",AREA LABUH PERAIRAN STS (SHIP TO SHIP TRANSFER) MUARA BERAU,AREA LABUH ZONA 3A
2019757,251901041788,SAMUDRA KARUNIA ABADI AGENCY PT.,TERSUS BAYAN RESOURCES TBK. (SINYIUR),AREA LABUH ZONA 3B
2019750,251901042320,PT. ERSIHAN SATYAPRATAMA,LAUT,AREA LABUH ZONA 3A
2019599,251901041726,"DWI SAMUDERA LINE,PT",AREA LABUH ZONA 3A,TUKS SEMEN TONASA
2019567,252501031053,"PELAYARAN KARANA LINE, PT",,
2019555,252301001344,"ATOSIM LAMPUNG PELAYARAN, PT",LAUT,DERMAGA UMUM
2019093,251301017460,MUTIARA TIRTA DEWATA,LAUT,ZONA LABUH 2 (SURABAYA)
2018879,257001003555,"PT. PELAYARAN INTI IRAMA LINES, PT",LAUT (TUAL),DERMAGA MULTIPURPOSE (TUAL)
2018765,251901040549,"NUGRAHA SAMUDERA SEJAHTERA, PT",TERSUS TRUBAINDO COAL MINING,AREA LABUH ZONA 3B
2018766,251901040549,"NUGRAHA SAMUDERA SEJAHTERA, PT",TERSUS TRUBAINDO COAL MINING,AREA LABUH ZONA 3B
2018715,251901042275,RAJAWALI PELITA  SAMUDERA PT.,LAUT,AREA LABUH ZONA 3A
2016604,253701006596,"SOLID PELAYARAN INDONESIA, PT",LAUT KIJANG,TUKS PT. BINTAN ALUMINA INDONESIA
2016314,251201002763,PT. MITRA INDAH SAMUDERA LINES,LAUT,TUKS PT. INDAH KIAT PULP AND PAPER 04
2016307,251401007492,PT SARANA SINAR NUSANTARA,LAUT(KOLONODALE),PT. CENTRAL OMEGA RESOURCES
2015933,250501006152,PT. PELAYARAN SAHABAT KAPUAS,LAUT,Area labuh (TPI) Untuk Kapal Container dan General Cargo LOA ≥ 115 Meter
2013137,255701021371,PT. PENASCOP,REDE KOTABARU,STAGEN JETTY 1
2012536,251901038877,PT. PELAYARAN DUTA LINTAS SAMUDERA,TERSUS PT. CRISTIAN EKA PRATAMA,AREA LABUH ZONA 2
2012581,251901038877,PT. PELAYARAN DUTA LINTAS SAMUDERA,TERSUS PT. CRISTIAN EKA PRATAMA,AREA LABUH ZONA 2
2012580,251901038877,PT. PELAYARAN DUTA LINTAS SAMUDERA,TERSUS PT. CRISTIAN EKA PRATAMA,AREA LABUH ZONA 2
2012579,251901038877,PT. PELAYARAN DUTA LINTAS SAMUDERA,TERSUS PT. CRISTIAN EKA PRATAMA,AREA LABUH ZONA 2
2012578,251901038877,PT. PELAYARAN DUTA LINTAS SAMUDERA,TERSUS PT. CRISTIAN EKA PRATAMA,AREA LABUH ZONA 2
2012537,251901038877,PT. PELAYARAN DUTA LINTAS SAMUDERA,TERSUS PT. CRISTIAN EKA PRATAMA,AREA LABUH ZONA 2
2011724,251301017020,PT SEROJA JAYA AGENSI,DERMAGA PT. WILMAR NABATI,AREA REDE DALAM
2006052,251301017271,PT SEROJA JAYA AGENSI,DERMAGA PT. WILMAR NABATI,AREA REDE DALAM
1997429,251301017151,MUTIARA TIRTA DEWATA,LAUT (GRESIK),AREA REDE DALAM
2022139,251901036676,"LIMA UTAMA JAYA SAMUDERA, PT",,
2022117,251901036676,"LIMA UTAMA JAYA SAMUDERA, PT",,
2022142,251901036676,"LIMA UTAMA JAYA SAMUDERA, PT",,
2020976,251901035973,PELAYARAN NASIONAL WAHIDINS MAHLIGA,LAUT,AREA LABUH ZONA 3B
2022200,251901033150,"MARITEL BAHTERA ABADI, PT",TUKS PT. PELAYARAN MITRA KALTIM SAMUDERA,AREA LABUH ZONA 3B
2022174,251901033150,"MARITEL BAHTERA ABADI, PT",TUKS PT. PELAYARAN MITRA KALTIM SAMUDERA,AREA LABUH ZONA 3B
2022173,251901033150,"MARITEL BAHTERA ABADI, PT",TUKS PT. PELAYARAN MITRA KALTIM SAMUDERA,AREA LABUH ZONA 3B
